Expense_Date,Expense_Type,Expense_Amount,Payment_Method,Cost_Center/Department
2024-07-08 23:16:33.974946,Maintenance,6724.37,Direct Debit,Finance
2024-02-21 23:16:33.974946,Technology,17636.16,Direct Debit,HR
2024-03-02 23:16:33.974946,Technology,7273.38,Direct Debit,Finance
2024-05-08 23:16:33.974946,Maintenance,14250.96,Direct Debit,HR
2024-06-30 23:16:33.974946,Rent,19293.01,Direct Debit,IT
2024-05-12 23:16:33.974946,Utilities,1401.19,Direct Debit,Finance
2024-04-11 23:16:33.974946,Technology,14709.55,Credit Card,Marketing
2024-10-03 23:16:33.974946,Rent,5477.83,Check,Marketing
2024-08-16 23:16:33.974946,Technology,3911.26,Direct Debit,Finance
2024-04-25 23:16:33.974946,Salaries,9797.72,Check,Finance
2024-05-08 23:16:33.974946,Technology,8805.86,Credit Card,Marketing
2024-06-21 23:16:33.974946,Technology,14082.54,Credit Card,Marketing
2024-08-18 23:16:33.974946,Rent,17697.81,Credit Card,Marketing
2024-04-29 23:16:33.974946,Maintenance,18650.28,Credit Card,IT
2024-02-19 23:16:33.974946,Utilities,19405.58,Direct Debit,Finance
2024-01-22 23:16:33.974946,Utilities,8359.19,Check,Marketing
2024-07-22 23:16:33.974946,Rent,14717.56,Check,Operations
2024-07-02 23:16:33.974946,Technology,8796.02,Check,Operations
2023-10-17 23:16:33.974946,Rent,1463.17,Direct Debit,IT
2024-03-06 23:16:33.974946,Salaries,1242.71,Credit Card,Operations
2024-09-20 23:16:33.974946,Utilities,11270.94,Direct Debit,IT
2024-08-31 23:16:33.974946,Salaries,12979.1,Credit Card,Operations
2024-01-26 23:16:33.974946,Technology,13391.85,Check,HR
2024-09-03 23:16:33.974946,Salaries,7953.67,Check,Operations
2024-02-13 23:16:33.974946,Maintenance,15337.91,Direct Debit,Marketing
2024-05-09 23:16:33.974946,Utilities,15580.5,Direct Debit,Marketing
2023-11-12 23:16:33.974946,Technology,15899.01,Credit Card,IT
2023-11-30 23:16:33.974946,Utilities,15959.36,Check,Finance
2023-12-18 23:16:33.974946,Technology,4654.19,Direct Debit,Marketing
2024-06-21 23:16:33.974946,Utilities,6173.5,Check,Operations
2024-07-26 23:16:33.974946,Rent,14372.71,Direct Debit,Finance
2024-02-24 23:16:33.974946,Salaries,4935.54,Direct Debit,IT
2023-10-07 23:16:33.974946,Maintenance,7217.75,Direct Debit,Marketing
2024-06-18 23:16:33.974946,Maintenance,7270.82,Direct Debit,Finance
2024-07-01 23:16:33.974946,Utilities,19408.61,Credit Card,Finance
2023-12-09 23:16:33.974946,Maintenance,6954.22,Check,Finance
2024-08-04 23:16:33.974946,Utilities,2377.25,Credit Card,Marketing
2023-10-11 23:16:33.974946,Rent,2225.55,Check,HR
2024-07-28 23:16:33.974946,Maintenance,10465.63,Credit Card,Marketing
2024-02-02 23:16:33.974946,Salaries,9764.55,Direct Debit,HR
2024-02-15 23:16:33.974946,Rent,15900.37,Direct Debit,Marketing
2023-12-29 23:16:33.974946,Rent,6196.59,Check,Operations
2024-10-03 23:16:33.974946,Maintenance,4532.22,Credit Card,IT
2023-12-13 23:16:33.974946,Utilities,16320.21,Credit Card,Marketing
2024-01-28 23:16:33.974946,Rent,5070.65,Check,Marketing
2023-11-03 23:16:33.974946,Rent,7855.9,Direct Debit,Finance
2024-07-09 23:16:33.974946,Salaries,14900.77,Check,IT
2024-01-16 23:16:33.974946,Utilities,12377.05,Check,Operations
2024-01-17 23:16:33.974946,Maintenance,17210.95,Credit Card,IT
2023-12-17 23:16:33.974946,Technology,3660.72,Credit Card,HR
2024-07-26 23:16:33.974946,Rent,5889.52,Check,IT
2024-08-09 23:16:33.974946,Salaries,9179.97,Credit Card,IT
2024-01-30 23:16:33.974946,Salaries,7460.27,Check,Marketing
2023-12-31 23:16:33.974946,Rent,18672.57,Check,HR
2024-01-21 23:16:33.974946,Salaries,8819.39,Direct Debit,Finance
2023-12-23 23:16:33.974946,Utilities,7901.24,Credit Card,Operations
2023-11-10 23:16:33.974946,Maintenance,1608.11,Check,Marketing
2024-04-09 23:16:33.974946,Utilities,11448.13,Check,HR
2024-07-21 23:16:33.974946,Utilities,2432.75,Credit Card,Finance
2024-08-31 23:16:33.974946,Technology,14342.27,Check,Marketing
2024-06-03 23:16:33.974946,Utilities,6440.76,Credit Card,IT
2024-01-29 23:16:33.974946,Utilities,11828.56,Check,Operations
2023-12-21 23:16:33.974946,Technology,3791.52,Check,Operations
2024-08-15 23:16:33.974946,Technology,4667.29,Check,Finance
2024-06-22 23:16:33.974946,Technology,4347.58,Direct Debit,HR
2024-06-15 23:16:33.974946,Salaries,17369.55,Credit Card,Operations
2024-05-07 23:16:33.974946,Technology,2871.38,Direct Debit,Finance
2023-10-11 23:16:33.974946,Rent,14145.73,Credit Card,HR
2024-04-15 23:16:33.974946,Technology,12495.15,Check,IT
2024-02-15 23:16:33.974946,Rent,15436.68,Check,Operations
2024-05-15 23:16:33.974946,Salaries,19391.98,Direct Debit,IT
2023-12-06 23:16:33.974946,Maintenance,4726.52,Check,Finance
2024-01-24 23:16:33.974946,Salaries,18266.33,Check,Operations
2024-07-26 23:16:33.974946,Technology,8196.87,Direct Debit,HR
2024-09-30 23:16:33.974946,Salaries,5155.09,Check,IT
2024-08-13 23:16:33.974946,Technology,11089.73,Direct Debit,Marketing
2024-09-05 23:16:33.974946,Utilities,9915.73,Check,Operations
2023-10-29 23:16:33.974946,Rent,2040.12,Credit Card,Operations
2024-05-16 23:16:33.974946,Technology,7868.68,Credit Card,Marketing
2024-02-07 23:16:33.974946,Rent,12149.63,Check,Finance
2024-05-26 23:16:33.974946,Rent,7622.52,Direct Debit,IT
2023-11-09 23:16:33.974946,Rent,18421.31,Check,IT
2024-06-02 23:16:33.974946,Maintenance,7903.32,Credit Card,Marketing
2024-08-06 23:16:33.974946,Rent,14043.3,Credit Card,Marketing
2024-01-08 23:16:33.974946,Maintenance,17704.03,Credit Card,Marketing
2024-03-16 23:16:33.974946,Utilities,16468.7,Check,Marketing
2023-10-16 23:16:33.974946,Maintenance,16142.59,Credit Card,HR
2024-09-21 23:16:33.974946,Rent,8103.25,Credit Card,Finance
2024-05-16 23:16:33.974946,Maintenance,5890.64,Credit Card,Finance
2024-07-25 23:16:33.974946,Maintenance,4888.71,Check,IT
2024-01-16 23:16:33.974946,Maintenance,16538.28,Direct Debit,HR
2023-11-03 23:16:33.974946,Technology,4827.23,Direct Debit,Operations
2024-09-20 23:16:33.974946,Rent,6657.86,Check,HR
2024-02-19 23:16:33.974946,Rent,3720.88,Direct Debit,Finance
2024-04-02 23:16:33.974946,Rent,15330.79,Credit Card,Operations
2024-02-01 23:16:33.974946,Maintenance,5244.86,Check,Operations
2023-10-31 23:16:33.974946,Utilities,13476.78,Direct Debit,Finance
2023-11-26 23:16:33.974946,Utilities,4350.31,Credit Card,Finance
2024-07-23 23:16:33.974946,Rent,17968.94,Credit Card,Operations
2024-03-06 23:16:33.974946,Salaries,17780.69,Check,IT
2024-03-12 23:16:33.974946,Utilities,19345.91,Credit Card,HR
2023-10-16 23:16:33.974946,Maintenance,10203.94,Check,IT
2024-06-11 23:16:33.974946,Rent,1768.91,Credit Card,Marketing
2024-02-01 23:16:33.974946,Technology,13519.1,Credit Card,Operations
2024-04-10 23:16:33.974946,Rent,2178.29,Direct Debit,Operations
2024-06-02 23:16:33.974946,Maintenance,7869.1,Check,Operations
2023-12-12 23:16:33.974946,Utilities,17562.32,Check,Operations
2024-08-08 23:16:33.974946,Technology,17972.44,Credit Card,HR
2024-06-17 23:16:33.974946,Technology,10098.26,Check,Marketing
2024-08-05 23:16:33.974946,Maintenance,7302.32,Credit Card,HR
2023-10-14 23:16:33.974946,Maintenance,16000.55,Direct Debit,Marketing
2024-05-03 23:16:33.974946,Technology,10477.59,Check,Finance
2024-05-09 23:16:33.974946,Utilities,4992.24,Check,Operations
2023-12-12 23:16:33.974946,Technology,13485.6,Direct Debit,Marketing
2024-01-09 23:16:33.974946,Salaries,14193.05,Direct Debit,Marketing
2024-01-04 23:16:33.974946,Technology,6680.64,Credit Card,Finance
2023-10-13 23:16:33.974946,Technology,12905.86,Credit Card,Finance
2023-11-08 23:16:33.974946,Technology,3949.1,Check,Marketing
2024-02-11 23:16:33.974946,Technology,17231.94,Credit Card,Operations
2024-01-09 23:16:33.974946,Rent,19296.08,Direct Debit,Marketing
2023-11-20 23:16:33.974946,Technology,9712.77,Credit Card,Finance
2024-04-29 23:16:33.974946,Rent,4669.88,Check,IT
2024-03-20 23:16:33.974946,Utilities,19984.32,Check,IT
2024-07-27 23:16:33.974946,Technology,6179.99,Credit Card,IT
2024-02-16 23:16:33.974946,Rent,8106.4,Check,HR
2024-04-25 23:16:33.974946,Rent,16113.8,Check,IT
2024-08-04 23:16:33.974946,Rent,11314.43,Check,HR
2024-06-28 23:16:33.974946,Maintenance,19428.72,Check,IT
2024-06-01 23:16:33.974946,Rent,5572.62,Direct Debit,IT
2023-12-12 23:16:33.974946,Rent,18550.43,Check,Operations
2023-11-01 23:16:33.974946,Maintenance,1705.22,Credit Card,HR
2024-01-10 23:16:33.974946,Rent,17300.66,Direct Debit,Finance
2024-03-28 23:16:33.974946,Salaries,16467.11,Credit Card,Finance
2024-01-26 23:16:33.974946,Maintenance,13766.18,Direct Debit,IT
2024-09-09 23:16:33.974946,Rent,3172.22,Credit Card,Marketing
2024-02-10 23:16:33.974946,Utilities,12958.59,Credit Card,Finance
2024-09-18 23:16:33.974946,Rent,5102.8,Direct Debit,HR
2023-11-12 23:16:33.974946,Technology,5053.52,Credit Card,Operations
2023-11-05 23:16:33.974946,Salaries,2472.66,Check,Marketing
2023-11-28 23:16:33.974946,Technology,10996.01,Direct Debit,Marketing
2024-04-11 23:16:33.974946,Utilities,8745.55,Credit Card,Marketing
2024-09-03 23:16:33.974946,Technology,11144.09,Check,Marketing
2024-02-02 23:16:33.974946,Utilities,3163.34,Check,Marketing
2023-10-07 23:16:33.974946,Rent,3986.26,Credit Card,HR
2024-05-05 23:16:33.974946,Utilities,1540.04,Credit Card,Operations
2023-10-16 23:16:33.974946,Salaries,12867.02,Credit Card,Marketing
2023-10-10 23:16:33.974946,Maintenance,11771.67,Check,Finance
2024-09-07 23:16:33.974946,Rent,8862.36,Direct Debit,Finance
2024-08-19 23:16:33.974946,Utilities,18094.56,Direct Debit,Finance
2023-11-28 23:16:33.974946,Technology,14931.02,Direct Debit,HR
2024-10-02 23:16:33.974946,Technology,14101.77,Credit Card,IT
2024-04-19 23:16:33.974946,Utilities,3697.19,Check,Finance
2024-05-30 23:16:33.974946,Salaries,14663.88,Check,Marketing
2024-02-24 23:16:33.974946,Technology,15476.56,Credit Card,Finance
2024-02-15 23:16:33.974946,Maintenance,1391.42,Credit Card,HR
2024-03-20 23:16:33.974946,Rent,6007.14,Credit Card,HR
2024-02-15 23:16:33.974946,Salaries,6855.26,Credit Card,Finance
2024-05-24 23:16:33.974946,Rent,19172.9,Check,Operations
2023-12-25 23:16:33.974946,Rent,16027.06,Credit Card,HR
2024-02-24 23:16:33.974946,Technology,16995.24,Check,Operations
2023-10-25 23:16:33.974946,Utilities,1416.47,Check,HR
2024-07-26 23:16:33.974946,Salaries,2142.33,Direct Debit,Operations
2023-10-16 23:16:33.974946,Rent,5270.24,Credit Card,Operations
2024-08-16 23:16:33.974946,Rent,7836.04,Check,Operations
2024-04-10 23:16:33.974946,Utilities,3934.95,Credit Card,Finance
2023-10-14 23:16:33.974946,Utilities,7627.99,Direct Debit,Finance
2024-09-24 23:16:33.974946,Utilities,8511.17,Check,Operations
2024-05-02 23:16:33.974946,Maintenance,19863.45,Credit Card,Finance
2024-03-31 23:16:33.974946,Utilities,16381.78,Direct Debit,Operations
2024-05-05 23:16:33.974946,Maintenance,18383.94,Credit Card,Finance
2024-01-30 23:16:33.974946,Utilities,4871.21,Direct Debit,HR
2024-08-13 23:16:33.974946,Technology,14536.55,Direct Debit,Operations
2024-03-07 23:16:33.974946,Salaries,12741.5,Direct Debit,IT
2024-02-06 23:16:33.974946,Technology,18724.24,Credit Card,Finance
2024-09-29 23:16:33.974946,Rent,5450.64,Direct Debit,Finance
2024-02-21 23:16:33.974946,Rent,18273.21,Check,IT
2024-07-12 23:16:33.974946,Rent,6073.57,Credit Card,Marketing
2024-05-14 23:16:33.974946,Rent,17548.08,Direct Debit,Finance
2024-04-08 23:16:33.974946,Maintenance,13453.63,Credit Card,IT
2024-08-31 23:16:33.974946,Salaries,2131.81,Credit Card,Finance
2023-12-22 23:16:33.974946,Maintenance,8371.72,Credit Card,Marketing
2024-05-12 23:16:33.974946,Utilities,9372.18,Check,Operations
2024-08-11 23:16:33.974946,Technology,10528.84,Credit Card,IT
2024-09-09 23:16:33.974946,Salaries,12140.63,Credit Card,Finance
2024-09-27 23:16:33.974946,Maintenance,9497.61,Check,HR
2024-04-25 23:16:33.974946,Salaries,10157.15,Credit Card,HR
2024-03-16 23:16:33.974946,Utilities,18468.68,Credit Card,IT
2024-05-17 23:16:33.974946,Technology,13761.28,Credit Card,IT
2023-12-22 23:16:33.974946,Rent,1137.18,Direct Debit,IT
2024-03-07 23:16:33.975951,Salaries,8637.1,Direct Debit,IT
2024-03-06 23:16:33.975951,Rent,10444.17,Credit Card,Finance
2024-04-23 23:16:33.975951,Rent,6876.1,Credit Card,IT
2024-02-08 23:16:33.975951,Salaries,2404.04,Check,HR
2024-06-15 23:16:33.975951,Rent,16132.55,Direct Debit,IT
2024-07-07 23:16:33.975951,Salaries,19326.87,Check,Finance
2024-01-02 23:16:33.975951,Rent,9393.79,Direct Debit,Operations
2024-08-20 23:16:33.975951,Maintenance,15887.9,Check,IT
2024-07-11 23:16:33.975951,Rent,2357.65,Direct Debit,HR
2024-03-20 23:16:33.975951,Rent,18120.98,Check,Marketing
2024-01-05 23:16:33.975951,Utilities,12113.56,Direct Debit,Finance
2024-05-17 23:16:33.975951,Salaries,10294.25,Check,HR
2024-01-14 23:16:33.975951,Utilities,6432.59,Credit Card,HR
2024-09-09 23:16:33.975951,Technology,19022.48,Direct Debit,Operations
2023-11-16 23:16:33.975951,Rent,9823.43,Check,Operations
2024-09-20 23:16:33.975951,Utilities,10784.09,Check,HR
2024-06-30 23:16:33.975951,Utilities,1848.3,Credit Card,IT
2024-09-03 23:16:33.975951,Maintenance,14872.16,Check,IT
2024-01-13 23:16:33.975951,Technology,11535.93,Check,Operations
2024-08-11 23:16:33.975951,Utilities,11572.64,Check,IT
2023-12-31 23:16:33.975951,Technology,9176.22,Check,IT
2023-10-27 23:16:33.975951,Salaries,8766.34,Direct Debit,IT
2024-01-31 23:16:33.975951,Utilities,19561.47,Check,Operations
2024-03-07 23:16:33.975951,Maintenance,11182.82,Credit Card,Finance
2024-02-05 23:16:33.975951,Maintenance,13629.76,Direct Debit,Marketing
2023-12-26 23:16:33.975951,Utilities,15605.2,Check,IT
2024-03-12 23:16:33.975951,Technology,17684.32,Credit Card,Operations
2023-10-14 23:16:33.975951,Salaries,16114.73,Credit Card,Operations
2023-12-04 23:16:33.975951,Rent,1928.62,Credit Card,IT
2024-01-30 23:16:33.975951,Utilities,9104.85,Check,HR
2024-07-09 23:16:33.975951,Salaries,6486.0,Check,Operations
2024-07-22 23:16:33.975951,Utilities,14014.13,Credit Card,IT
2024-07-04 23:16:33.975951,Rent,12154.35,Credit Card,IT
2023-10-24 23:16:33.975951,Salaries,3503.24,Direct Debit,Marketing
2024-05-20 23:16:33.975951,Rent,3725.81,Direct Debit,Marketing
2024-03-06 23:16:33.975951,Rent,19990.82,Direct Debit,Marketing
2024-08-17 23:16:33.975951,Technology,7380.7,Credit Card,HR
2024-01-10 23:16:33.975951,Technology,11422.61,Direct Debit,Finance
2024-02-06 23:16:33.975951,Rent,15599.43,Credit Card,Marketing
2023-10-19 23:16:33.975951,Salaries,17118.06,Direct Debit,Operations
2023-12-24 23:16:33.975951,Maintenance,11270.14,Credit Card,Marketing
2024-02-20 23:16:33.975951,Technology,8761.14,Check,IT
2024-05-04 23:16:33.975951,Rent,12372.1,Check,Marketing
2024-04-06 23:16:33.975951,Salaries,12784.57,Direct Debit,Finance
2024-06-23 23:16:33.975951,Rent,7338.47,Credit Card,IT
2024-08-18 23:16:33.975951,Technology,15350.47,Direct Debit,IT
2024-05-02 23:16:33.975951,Maintenance,17534.05,Credit Card,Marketing
2024-03-22 23:16:33.975951,Utilities,1664.66,Direct Debit,IT
2024-06-23 23:16:33.975951,Utilities,7694.49,Credit Card,IT
2024-03-16 23:16:33.975951,Salaries,15268.38,Credit Card,HR
2023-11-27 23:16:33.975951,Salaries,7886.12,Credit Card,HR
2024-04-04 23:16:33.975951,Salaries,2611.03,Check,HR
2024-09-30 23:16:33.975951,Technology,5224.05,Check,Marketing
2024-02-08 23:16:33.975951,Utilities,12874.51,Direct Debit,Operations
2023-12-15 23:16:33.975951,Utilities,13812.99,Credit Card,Finance
2024-03-04 23:16:33.975951,Salaries,13852.12,Credit Card,Finance
2024-07-23 23:16:33.975951,Utilities,2036.56,Credit Card,IT
2024-09-01 23:16:33.975951,Salaries,3912.62,Direct Debit,HR
2024-09-21 23:16:33.975951,Utilities,9761.03,Check,Marketing
2024-02-03 23:16:33.975951,Utilities,17189.46,Check,HR
2024-02-18 23:16:33.975951,Technology,1330.44,Direct Debit,Operations
2023-10-18 23:16:33.975951,Salaries,14043.04,Credit Card,IT
2023-10-25 23:16:33.975951,Technology,14898.71,Direct Debit,HR
2024-02-02 23:16:33.975951,Salaries,17962.34,Check,IT
2024-03-02 23:16:33.975951,Salaries,11580.95,Check,Operations
2024-03-14 23:16:33.975951,Salaries,9414.0,Direct Debit,IT
2024-01-14 23:16:33.975951,Utilities,17481.01,Check,IT
2024-06-11 23:16:33.975951,Technology,8438.43,Credit Card,IT
2024-06-11 23:16:33.975951,Maintenance,19902.12,Credit Card,Finance
2024-01-20 23:16:33.975951,Utilities,10426.81,Credit Card,Operations
2024-06-11 23:16:33.975951,Utilities,14696.11,Direct Debit,Finance
2024-03-08 23:16:33.975951,Utilities,7854.36,Direct Debit,HR
2023-12-05 23:16:33.975951,Maintenance,17603.29,Direct Debit,IT
2024-04-29 23:16:33.975951,Maintenance,17104.55,Check,Marketing
2023-10-29 23:16:33.975951,Rent,12372.08,Check,IT
2023-11-24 23:16:33.975951,Salaries,19800.23,Direct Debit,Operations
2024-06-06 23:16:33.975951,Technology,6383.65,Check,Marketing
2024-09-08 23:16:33.975951,Rent,9673.18,Direct Debit,IT
2024-09-05 23:16:33.975951,Rent,8567.39,Check,IT
2024-01-20 23:16:33.975951,Rent,1085.73,Direct Debit,Operations
2024-08-22 23:16:33.975951,Maintenance,4063.2,Check,Marketing
2024-06-21 23:16:33.975951,Maintenance,11438.2,Direct Debit,HR
2024-07-17 23:16:33.975951,Utilities,15013.07,Direct Debit,Operations
2023-12-21 23:16:33.975951,Technology,11017.56,Check,Finance
2024-08-16 23:16:33.975951,Rent,17516.25,Direct Debit,Marketing
2024-04-14 23:16:33.975951,Technology,5188.28,Credit Card,Finance
2024-10-04 23:16:33.975951,Technology,11699.4,Direct Debit,HR
2023-12-18 23:16:33.975951,Salaries,7043.3,Check,HR
2023-11-26 23:16:33.975951,Salaries,5063.27,Direct Debit,IT
2024-05-13 23:16:33.975951,Maintenance,19578.11,Check,Marketing
2024-09-07 23:16:33.975951,Utilities,18786.08,Check,HR
2023-10-28 23:16:33.975951,Rent,18726.16,Check,IT
2024-06-03 23:16:33.975951,Utilities,13589.2,Direct Debit,IT
2024-07-15 23:16:33.975951,Maintenance,11834.9,Direct Debit,Finance
2024-09-30 23:16:33.975951,Salaries,16959.46,Credit Card,IT
2024-03-09 23:16:33.975951,Maintenance,18005.88,Check,HR
2024-05-19 23:16:33.975951,Technology,10387.18,Check,Marketing
2024-05-20 23:16:33.975951,Rent,15894.81,Credit Card,IT
2024-07-31 23:16:33.975951,Maintenance,1229.91,Direct Debit,IT
2024-05-09 23:16:33.975951,Rent,6112.98,Credit Card,Operations
2024-01-31 23:16:33.975951,Rent,3866.76,Direct Debit,HR
2024-02-20 23:16:33.975951,Maintenance,18270.79,Direct Debit,Operations
2024-02-02 23:16:33.975951,Utilities,4364.92,Check,Marketing
2024-02-05 23:16:33.975951,Rent,4476.81,Direct Debit,Marketing
2023-12-24 23:16:33.975951,Maintenance,13082.34,Credit Card,Finance
2024-04-09 23:16:33.975951,Maintenance,3476.82,Check,Finance
2023-12-28 23:16:33.975951,Technology,2288.28,Credit Card,HR
2023-11-17 23:16:33.975951,Utilities,9762.58,Direct Debit,Finance
2023-11-14 23:16:33.975951,Rent,5325.25,Check,HR
2024-07-26 23:16:33.975951,Rent,8230.8,Direct Debit,IT
2024-06-26 23:16:33.975951,Technology,16528.67,Check,Operations
2024-03-26 23:16:33.975951,Utilities,12558.47,Credit Card,IT
2024-09-09 23:16:33.975951,Rent,19821.94,Check,Finance
2024-07-16 23:16:33.975951,Maintenance,9702.53,Credit Card,IT
2024-08-13 23:16:33.975951,Salaries,12216.97,Credit Card,Finance
2024-07-17 23:16:33.975951,Utilities,2146.54,Credit Card,Marketing
2024-08-11 23:16:33.975951,Maintenance,15990.64,Direct Debit,HR
2024-05-03 23:16:33.975951,Rent,15007.81,Check,Marketing
2024-03-21 23:16:33.975951,Utilities,19531.79,Credit Card,IT
2024-07-21 23:16:33.975951,Rent,17493.61,Credit Card,Operations
2024-02-20 23:16:33.975951,Rent,17849.2,Direct Debit,IT
2023-10-31 23:16:33.975951,Technology,9900.52,Check,Finance
2024-07-06 23:16:33.975951,Maintenance,17748.96,Credit Card,Marketing
2024-04-17 23:16:33.975951,Utilities,15832.11,Credit Card,Marketing
2024-02-10 23:16:33.975951,Utilities,10165.79,Check,Operations
2024-07-04 23:16:33.975951,Technology,11999.74,Credit Card,Operations
2023-12-22 23:16:33.975951,Technology,17653.39,Check,Finance
2024-02-25 23:16:33.975951,Technology,2786.98,Direct Debit,Operations
2024-04-14 23:16:33.975951,Salaries,1024.29,Credit Card,Operations
2024-02-03 23:16:33.975951,Salaries,12711.05,Credit Card,Operations
2023-12-13 23:16:33.975951,Technology,5140.89,Credit Card,HR
2024-07-14 23:16:33.975951,Technology,19941.45,Check,Marketing
2024-05-07 23:16:33.975951,Maintenance,13465.99,Direct Debit,IT
2024-02-26 23:16:33.975951,Technology,8849.73,Credit Card,Marketing
2024-09-07 23:16:33.975951,Utilities,13533.36,Credit Card,HR
2024-02-01 23:16:33.975951,Rent,17045.87,Direct Debit,IT
2024-06-16 23:16:33.975951,Rent,1356.16,Direct Debit,Finance
2024-05-23 23:16:33.975951,Maintenance,5697.82,Check,IT
2024-01-19 23:16:33.975951,Technology,8547.95,Direct Debit,HR
2024-05-25 23:16:33.975951,Maintenance,8628.76,Check,IT
2024-09-28 23:16:33.975951,Technology,11118.79,Credit Card,HR
2023-11-11 23:16:33.975951,Utilities,15542.64,Direct Debit,Operations
2024-06-23 23:16:33.975951,Salaries,7448.83,Direct Debit,Operations
2024-02-12 23:16:33.975951,Technology,6369.71,Credit Card,HR
2023-12-02 23:16:33.975951,Utilities,19921.32,Check,Marketing
2024-04-08 23:16:33.975951,Rent,8363.82,Check,Operations
2024-08-31 23:16:33.975951,Maintenance,3565.51,Check,Finance
2024-06-02 23:16:33.975951,Maintenance,8442.74,Check,IT
2024-07-20 23:16:33.975951,Salaries,18960.13,Check,IT
2023-10-18 23:16:33.975951,Utilities,16279.51,Direct Debit,HR
2024-04-01 23:16:33.975951,Technology,1735.32,Credit Card,Finance
2023-12-14 23:16:33.975951,Maintenance,15566.04,Check,IT
2024-03-04 23:16:33.975951,Salaries,10393.91,Check,IT
2024-09-08 23:16:33.975951,Utilities,10536.38,Credit Card,Marketing
2024-07-29 23:16:33.975951,Rent,9107.68,Direct Debit,IT
2024-07-04 23:16:33.975951,Utilities,8004.63,Direct Debit,Operations
2024-08-21 23:16:33.975951,Rent,11810.62,Check,Marketing
2024-01-01 23:16:33.975951,Technology,8307.17,Check,IT
2024-03-25 23:16:33.975951,Rent,9036.33,Check,HR
2023-10-24 23:16:33.975951,Technology,6128.01,Direct Debit,Marketing
2024-03-01 23:16:33.975951,Utilities,2118.21,Direct Debit,Finance
2024-09-11 23:16:33.975951,Rent,17053.58,Credit Card,Finance
2024-01-19 23:16:33.975951,Utilities,14502.79,Credit Card,Operations
2024-08-07 23:16:33.975951,Utilities,3987.62,Direct Debit,Finance
2024-02-24 23:16:33.975951,Technology,9183.18,Credit Card,Operations
2024-04-08 23:16:33.975951,Salaries,3137.83,Credit Card,Operations
2023-10-26 23:16:33.975951,Maintenance,13228.18,Check,Marketing
2024-09-06 23:16:33.975951,Utilities,6771.37,Credit Card,Marketing
2024-02-18 23:16:33.975951,Maintenance,1042.7,Credit Card,Marketing
2024-04-13 23:16:33.975951,Utilities,13547.69,Credit Card,Marketing
2024-04-07 23:16:33.975951,Salaries,1657.86,Credit Card,Marketing
2024-10-02 23:16:33.975951,Technology,8113.54,Direct Debit,Operations
2023-12-25 23:16:33.975951,Utilities,6456.21,Direct Debit,IT
2024-08-19 23:16:33.975951,Rent,9064.08,Check,Marketing
2024-08-31 23:16:33.975951,Utilities,19588.8,Check,Operations
2024-06-30 23:16:33.975951,Technology,9542.07,Credit Card,Marketing
2023-12-01 23:16:33.975951,Salaries,18914.11,Direct Debit,HR
2024-07-27 23:16:33.975951,Utilities,11271.28,Credit Card,Marketing
2023-10-21 23:16:33.975951,Technology,6634.11,Direct Debit,Finance
2024-07-20 23:16:33.975951,Maintenance,2049.99,Direct Debit,Finance
2024-01-26 23:16:33.975951,Technology,15921.11,Credit Card,Operations
2024-08-30 23:16:33.975951,Technology,16330.27,Direct Debit,Finance
2024-02-20 23:16:33.975951,Technology,16117.58,Direct Debit,IT
2024-06-30 23:16:33.975951,Rent,2403.58,Credit Card,HR
2024-06-11 23:16:33.975951,Rent,11520.69,Credit Card,Operations
2024-03-13 23:16:33.975951,Salaries,1837.89,Check,IT
2024-07-30 23:16:33.975951,Rent,10028.31,Direct Debit,IT
2024-03-21 23:16:33.975951,Utilities,9536.25,Check,HR
2024-04-29 23:16:33.975951,Salaries,7932.94,Credit Card,IT
2024-05-30 23:16:33.975951,Rent,13535.23,Credit Card,Operations
2024-03-06 23:16:33.975951,Rent,18940.3,Credit Card,IT
2023-10-29 23:16:33.975951,Rent,8000.49,Check,Finance
2024-06-04 23:16:33.975951,Utilities,1379.77,Credit Card,IT
2024-06-05 23:16:33.975951,Utilities,2395.58,Credit Card,HR
2024-07-25 23:16:33.975951,Technology,11281.05,Credit Card,Operations
2023-12-15 23:16:33.975951,Rent,14487.57,Check,Operations
2024-09-30 23:16:33.975951,Salaries,4290.99,Credit Card,Operations
2024-09-07 23:16:33.975951,Utilities,3100.45,Credit Card,HR
2024-04-04 23:16:33.975951,Rent,1434.65,Credit Card,IT
2023-10-18 23:16:33.975951,Maintenance,12913.16,Check,IT
2023-10-22 23:16:33.975951,Salaries,12187.84,Direct Debit,Finance
2024-06-16 23:16:33.975951,Salaries,2056.34,Check,Operations
2024-09-18 23:16:33.975951,Maintenance,10862.05,Direct Debit,Marketing
2024-02-12 23:16:33.975951,Technology,13817.66,Direct Debit,HR
2023-11-17 23:16:33.975951,Utilities,14738.23,Credit Card,IT
2024-05-17 23:16:33.975951,Technology,10550.57,Check,HR
2024-08-08 23:16:33.975951,Maintenance,11142.59,Credit Card,Finance
2023-11-02 23:16:33.975951,Maintenance,14002.06,Credit Card,Finance
2024-01-11 23:16:33.975951,Salaries,19037.75,Check,HR
2023-12-23 23:16:33.975951,Rent,2352.41,Check,HR
2024-06-15 23:16:33.975951,Technology,8241.52,Direct Debit,Marketing
2023-11-24 23:16:33.975951,Rent,17683.52,Check,Operations
