Transfer_Date,Transaction_ID,Counterparty_Bank,Transfer_Amount,Transfer_Currency,Transfer_Type,Transfer_Purpose
2024-06-16 23:16:44.532238,TXN_252,Bank C,24830.68,EUR,Outbound,Settlement
2024-05-05 23:16:44.532238,TXN_95,Bank B,12282.78,EUR,Inbound,Liquidity Management
2024-07-28 23:16:44.532238,TXN_903,Bank A,17128.65,USD,Outbound,Settlement
2024-02-05 23:16:44.532238,TXN_252,Bank A,22068.33,GBP,Inbound,Liquidity Management
2023-12-02 23:16:44.532238,TXN_385,Bank B,38044.77,GBP,Inbound,Liquidity Management
2024-06-23 23:16:44.532238,TXN_550,Bank B,24843.61,GBP,Inbound,Settlement
2024-09-19 23:16:44.532238,TXN_827,Bank C,35426.12,EUR,Inbound,Liquidity Management
2024-09-14 23:16:44.532238,TXN_430,Bank A,47816.11,EUR,Outbound,Settlement
2023-12-16 23:16:44.532238,TXN_578,Bank B,12164.58,USD,Inbound,Liquidity Management
2024-01-09 23:16:44.532238,TXN_846,Bank B,13764.83,EUR,Outbound,Settlement
2024-01-24 23:16:44.532238,TXN_300,Bank A,18490.07,USD,Inbound,Liquidity Management
2024-04-07 23:16:44.532238,TXN_284,Bank B,18059.1,USD,Outbound,Settlement
2024-03-02 23:16:44.532238,TXN_272,Bank A,23024.73,EUR,Outbound,Settlement
2024-02-26 23:16:44.532238,TXN_662,Bank B,26285.49,GBP,Inbound,Settlement
2023-10-14 23:16:44.532238,TXN_28,Bank A,15465.43,USD,Inbound,Liquidity Management
2024-08-06 23:16:44.532238,TXN_410,Bank C,38260.62,USD,Inbound,Settlement
2024-09-01 23:16:44.532238,TXN_649,Bank B,41365.91,GBP,Inbound,Settlement
2024-03-08 23:16:44.532238,TXN_93,Bank C,41980.67,EUR,Outbound,Settlement
2024-09-15 23:16:44.532238,TXN_381,Bank B,15399.62,USD,Inbound,Liquidity Management
2023-12-01 23:16:44.532238,TXN_765,Bank C,35605.51,GBP,Outbound,Liquidity Management
2023-10-28 23:16:44.532238,TXN_210,Bank C,16460.16,USD,Outbound,Liquidity Management
2024-01-30 23:16:44.532238,TXN_539,Bank C,31390.26,EUR,Inbound,Settlement
2024-01-08 23:16:44.532238,TXN_544,Bank C,46634.99,USD,Inbound,Liquidity Management
2023-11-24 23:16:44.532238,TXN_753,Bank C,19537.95,EUR,Inbound,Liquidity Management
2023-10-24 23:16:44.532238,TXN_18,Bank C,42686.3,GBP,Inbound,Settlement
2024-01-21 23:16:44.532238,TXN_379,Bank C,14442.71,USD,Outbound,Liquidity Management
2024-06-06 23:16:44.532238,TXN_514,Bank B,27846.97,GBP,Outbound,Settlement
2024-07-06 23:16:44.532238,TXN_745,Bank B,48371.92,EUR,Inbound,Settlement
2023-11-22 23:16:44.532238,TXN_798,Bank B,41659.5,GBP,Inbound,Settlement
2024-08-21 23:16:44.532238,TXN_309,Bank A,29090.64,EUR,Inbound,Settlement
2024-02-12 23:16:44.532238,TXN_897,Bank C,14236.78,EUR,Inbound,Settlement
2024-02-09 23:16:44.532238,TXN_845,Bank B,12613.46,GBP,Inbound,Settlement
2024-01-19 23:16:44.532238,TXN_479,Bank B,10943.12,EUR,Outbound,Liquidity Management
2023-10-19 23:16:44.532238,TXN_111,Bank C,14391.93,EUR,Outbound,Settlement
2024-05-21 23:16:44.532238,TXN_853,Bank C,25721.34,EUR,Outbound,Settlement
2024-06-25 23:16:44.532238,TXN_51,Bank B,21749.51,EUR,Inbound,Settlement
2023-12-30 23:16:44.532238,TXN_809,Bank A,20122.23,USD,Inbound,Settlement
2024-05-19 23:16:44.532238,TXN_665,Bank B,26205.27,EUR,Outbound,Settlement
2024-06-11 23:16:44.532238,TXN_962,Bank A,32818.18,GBP,Inbound,Settlement
2024-08-26 23:16:44.532238,TXN_885,Bank A,29592.87,USD,Inbound,Liquidity Management
2024-10-01 23:16:44.532238,TXN_45,Bank B,49818.26,EUR,Outbound,Settlement
2023-11-15 23:16:44.532238,TXN_80,Bank C,44099.05,GBP,Inbound,Liquidity Management
2024-09-18 23:16:44.532238,TXN_456,Bank A,18143.64,EUR,Outbound,Liquidity Management
2023-12-16 23:16:44.532238,TXN_859,Bank A,44417.26,EUR,Inbound,Settlement
2024-05-09 23:16:44.532238,TXN_627,Bank B,21005.96,USD,Outbound,Liquidity Management
2024-01-31 23:16:44.532238,TXN_959,Bank B,44238.03,GBP,Outbound,Settlement
2024-08-20 23:16:44.532238,TXN_28,Bank A,25366.36,USD,Inbound,Settlement
2023-11-22 23:16:44.532238,TXN_797,Bank B,21730.53,GBP,Outbound,Settlement
2024-09-22 23:16:44.532238,TXN_618,Bank A,13251.07,USD,Inbound,Liquidity Management
2024-03-25 23:16:44.532238,TXN_377,Bank B,19502.0,USD,Inbound,Liquidity Management
2024-08-20 23:16:44.532238,TXN_334,Bank B,36941.77,EUR,Inbound,Liquidity Management
2024-06-05 23:16:44.532238,TXN_808,Bank C,27639.96,GBP,Outbound,Settlement
2024-09-29 23:16:44.532238,TXN_542,Bank C,17066.47,EUR,Inbound,Liquidity Management
2024-02-03 23:16:44.532238,TXN_728,Bank C,45203.47,GBP,Inbound,Liquidity Management
2023-10-17 23:16:44.532238,TXN_773,Bank C,24647.7,GBP,Outbound,Settlement
2024-02-13 23:16:44.532238,TXN_656,Bank C,23636.45,EUR,Inbound,Settlement
2024-01-06 23:16:44.532238,TXN_148,Bank C,30386.19,GBP,Outbound,Settlement
2024-05-29 23:16:44.532238,TXN_30,Bank B,40995.68,USD,Outbound,Liquidity Management
2023-12-25 23:16:44.532238,TXN_601,Bank A,43486.57,USD,Outbound,Liquidity Management
2024-06-01 23:16:44.532238,TXN_177,Bank B,15766.36,GBP,Inbound,Liquidity Management
2024-02-29 23:16:44.532238,TXN_933,Bank C,44458.14,USD,Outbound,Settlement
2024-02-02 23:16:44.532238,TXN_99,Bank A,25402.2,EUR,Inbound,Liquidity Management
2024-06-29 23:16:44.532238,TXN_905,Bank C,29678.51,EUR,Inbound,Settlement
2023-10-05 23:16:44.532238,TXN_35,Bank C,30829.0,GBP,Outbound,Settlement
2024-06-16 23:16:44.532238,TXN_742,Bank A,29563.43,EUR,Inbound,Settlement
2023-11-30 23:16:44.532238,TXN_398,Bank C,42597.71,GBP,Outbound,Settlement
2024-03-28 23:16:44.532238,TXN_206,Bank C,10947.3,GBP,Outbound,Settlement
2024-07-06 23:16:44.532238,TXN_609,Bank C,18932.4,EUR,Outbound,Liquidity Management
2024-04-02 23:16:44.532238,TXN_590,Bank A,37658.21,EUR,Outbound,Settlement
2023-11-29 23:16:44.532238,TXN_523,Bank B,27765.91,USD,Outbound,Settlement
2023-12-09 23:16:44.532238,TXN_758,Bank B,21294.56,USD,Outbound,Liquidity Management
2023-10-06 23:16:44.532238,TXN_640,Bank A,29401.96,EUR,Inbound,Settlement
2024-04-03 23:16:44.532238,TXN_735,Bank C,37766.43,USD,Inbound,Settlement
2023-11-23 23:16:44.532238,TXN_187,Bank A,25436.35,GBP,Outbound,Liquidity Management
2023-11-14 23:16:44.532238,TXN_377,Bank C,19373.7,GBP,Inbound,Settlement
2024-01-14 23:16:44.532238,TXN_825,Bank C,44175.91,GBP,Inbound,Settlement
2024-07-27 23:16:44.532238,TXN_271,Bank A,17009.95,USD,Outbound,Settlement
2023-11-25 23:16:44.532238,TXN_468,Bank A,11864.57,GBP,Outbound,Settlement
2024-03-29 23:16:44.532238,TXN_503,Bank C,35966.24,EUR,Outbound,Settlement
2023-11-18 23:16:44.532238,TXN_403,Bank C,41960.33,GBP,Outbound,Settlement
2023-11-21 23:16:44.532238,TXN_136,Bank C,30990.69,GBP,Inbound,Liquidity Management
2024-05-12 23:16:44.532238,TXN_471,Bank C,44439.13,USD,Inbound,Settlement
2023-11-12 23:16:44.532238,TXN_709,Bank A,12716.8,USD,Outbound,Liquidity Management
2023-10-12 23:16:44.532238,TXN_54,Bank B,39015.07,USD,Outbound,Settlement
2024-08-25 23:16:44.532238,TXN_589,Bank B,28100.44,EUR,Outbound,Liquidity Management
2024-02-01 23:16:44.532238,TXN_807,Bank A,15739.69,USD,Outbound,Settlement
2024-07-15 23:16:44.532238,TXN_954,Bank A,10535.81,USD,Outbound,Liquidity Management
2024-02-02 23:16:44.532238,TXN_593,Bank C,27020.74,GBP,Inbound,Settlement
2023-12-20 23:16:44.532238,TXN_368,Bank C,43315.91,USD,Inbound,Liquidity Management
2024-05-01 23:16:44.532238,TXN_574,Bank C,30436.3,GBP,Inbound,Liquidity Management
2024-07-05 23:16:44.532238,TXN_261,Bank C,42123.99,EUR,Inbound,Liquidity Management
2024-06-13 23:16:44.532238,TXN_587,Bank B,20250.64,USD,Outbound,Liquidity Management
2024-08-14 23:16:44.532238,TXN_166,Bank B,42939.23,USD,Outbound,Liquidity Management
2024-02-15 23:16:44.532238,TXN_315,Bank A,36740.26,USD,Inbound,Settlement
2024-07-30 23:16:44.532238,TXN_370,Bank C,49373.82,GBP,Outbound,Liquidity Management
2024-04-25 23:16:44.532238,TXN_566,Bank A,25452.72,USD,Outbound,Settlement
2024-08-20 23:16:44.532238,TXN_945,Bank C,37897.56,GBP,Outbound,Liquidity Management
2024-09-03 23:16:44.532238,TXN_570,Bank B,24903.01,USD,Inbound,Settlement
2024-09-04 23:16:44.532238,TXN_349,Bank A,43001.17,EUR,Outbound,Settlement
2023-11-23 23:16:44.532238,TXN_555,Bank B,48266.93,USD,Inbound,Liquidity Management
2024-09-13 23:16:44.532238,TXN_837,Bank C,37439.06,USD,Outbound,Settlement
2023-12-14 23:16:44.532238,TXN_461,Bank C,43782.42,EUR,Outbound,Liquidity Management
2023-10-21 23:16:44.532238,TXN_223,Bank B,20427.6,EUR,Outbound,Liquidity Management
2024-04-26 23:16:44.532238,TXN_913,Bank A,46310.79,GBP,Outbound,Liquidity Management
2024-04-13 23:16:44.532238,TXN_516,Bank A,13232.11,USD,Outbound,Settlement
2023-12-31 23:16:44.532238,TXN_3,Bank C,10409.28,GBP,Inbound,Settlement
2023-11-24 23:16:44.532238,TXN_30,Bank A,36756.4,USD,Outbound,Liquidity Management
2024-10-01 23:16:44.532238,TXN_432,Bank B,24363.19,USD,Outbound,Liquidity Management
2023-10-26 23:16:44.532238,TXN_231,Bank C,44564.87,GBP,Outbound,Liquidity Management
2024-04-02 23:16:44.532238,TXN_29,Bank A,48705.31,GBP,Inbound,Liquidity Management
2024-04-24 23:16:44.532238,TXN_607,Bank B,47644.57,GBP,Inbound,Settlement
2024-01-03 23:16:44.532238,TXN_297,Bank A,36470.48,GBP,Inbound,Settlement
2023-10-15 23:16:44.532238,TXN_264,Bank A,11215.32,GBP,Outbound,Settlement
2024-03-08 23:16:44.532238,TXN_444,Bank A,45585.75,EUR,Outbound,Liquidity Management
2024-03-13 23:16:44.532238,TXN_767,Bank B,21605.06,USD,Inbound,Liquidity Management
2024-09-28 23:16:44.532238,TXN_555,Bank B,44525.37,EUR,Outbound,Settlement
2024-03-07 23:16:44.532238,TXN_948,Bank A,34166.21,EUR,Outbound,Liquidity Management
2024-02-26 23:16:44.532238,TXN_417,Bank A,13123.21,USD,Outbound,Settlement
2024-04-13 23:16:44.532238,TXN_988,Bank A,28840.09,EUR,Outbound,Settlement
2024-09-27 23:16:44.532238,TXN_602,Bank A,29986.04,EUR,Outbound,Liquidity Management
2023-10-08 23:16:44.532238,TXN_482,Bank A,46938.08,USD,Outbound,Liquidity Management
2024-06-01 23:16:44.532238,TXN_791,Bank C,39516.4,GBP,Inbound,Settlement
2023-12-21 23:16:44.532238,TXN_582,Bank C,19972.42,GBP,Outbound,Liquidity Management
2024-07-24 23:16:44.532238,TXN_833,Bank C,15385.6,GBP,Outbound,Liquidity Management
2023-12-31 23:16:44.532238,TXN_706,Bank B,32395.62,GBP,Inbound,Liquidity Management
2024-04-06 23:16:44.532238,TXN_753,Bank B,43188.27,GBP,Outbound,Liquidity Management
2024-05-01 23:16:44.532238,TXN_709,Bank C,40237.03,USD,Outbound,Settlement
2024-04-10 23:16:44.532238,TXN_66,Bank A,25454.7,USD,Outbound,Settlement
2024-05-02 23:16:44.532238,TXN_82,Bank A,44419.94,EUR,Outbound,Settlement
2024-01-08 23:16:44.532238,TXN_331,Bank B,19179.58,USD,Outbound,Settlement
2024-03-01 23:16:44.532238,TXN_193,Bank A,34786.75,GBP,Inbound,Liquidity Management
2024-03-26 23:16:44.532238,TXN_524,Bank C,46945.95,EUR,Outbound,Liquidity Management
2023-11-10 23:16:44.532238,TXN_408,Bank C,33323.93,EUR,Inbound,Liquidity Management
2023-12-27 23:16:44.532238,TXN_467,Bank C,36789.61,GBP,Outbound,Liquidity Management
2024-03-24 23:16:44.532238,TXN_157,Bank B,45158.21,GBP,Outbound,Settlement
2024-04-30 23:16:44.532238,TXN_72,Bank B,21777.12,USD,Outbound,Liquidity Management
2024-04-23 23:16:44.532238,TXN_225,Bank A,36623.56,USD,Outbound,Settlement
2024-07-31 23:16:44.532238,TXN_645,Bank A,14058.91,USD,Inbound,Settlement
2024-01-13 23:16:44.532238,TXN_832,Bank A,25739.05,USD,Outbound,Liquidity Management
2023-10-19 23:16:44.532238,TXN_419,Bank A,28480.87,EUR,Outbound,Settlement
2023-11-27 23:16:44.532238,TXN_473,Bank C,15563.79,USD,Inbound,Settlement
2024-04-15 23:16:44.532238,TXN_855,Bank A,43806.29,GBP,Outbound,Settlement
2024-04-06 23:16:44.532238,TXN_597,Bank C,44396.83,USD,Outbound,Liquidity Management
2024-07-14 23:16:44.532238,TXN_881,Bank A,25032.3,GBP,Inbound,Settlement
2024-06-02 23:16:44.532238,TXN_91,Bank C,36614.41,EUR,Outbound,Liquidity Management
2024-01-01 23:16:44.532238,TXN_243,Bank C,17460.93,GBP,Inbound,Liquidity Management
2024-06-08 23:16:44.532238,TXN_56,Bank A,24482.32,USD,Inbound,Settlement
2024-06-22 23:16:44.532238,TXN_270,Bank B,27886.0,EUR,Outbound,Liquidity Management
2023-11-13 23:16:44.532238,TXN_525,Bank B,37648.46,EUR,Inbound,Liquidity Management
2024-08-25 23:16:44.532238,TXN_587,Bank B,42513.03,GBP,Inbound,Settlement
2024-04-15 23:16:44.532238,TXN_455,Bank A,40318.21,GBP,Outbound,Settlement
2024-06-04 23:16:44.532238,TXN_940,Bank C,32471.78,EUR,Outbound,Settlement
2024-01-24 23:16:44.532238,TXN_524,Bank A,39469.1,GBP,Outbound,Settlement
2024-06-02 23:16:44.532238,TXN_99,Bank A,30002.6,GBP,Inbound,Settlement
2024-01-25 23:16:44.532238,TXN_543,Bank C,47140.89,GBP,Inbound,Liquidity Management
2024-03-19 23:16:44.532238,TXN_544,Bank B,40369.59,EUR,Inbound,Liquidity Management
2024-04-21 23:16:44.532238,TXN_687,Bank C,10971.74,EUR,Outbound,Liquidity Management
2024-02-02 23:16:44.532238,TXN_367,Bank C,16073.08,GBP,Inbound,Liquidity Management
2024-07-14 23:16:44.532238,TXN_78,Bank A,36396.35,USD,Outbound,Settlement
2024-02-25 23:16:44.532238,TXN_51,Bank A,36786.31,GBP,Inbound,Settlement
2024-01-14 23:16:44.532238,TXN_80,Bank B,26204.07,USD,Outbound,Liquidity Management
2024-01-27 23:16:44.532238,TXN_430,Bank B,46148.32,USD,Outbound,Settlement
2024-06-26 23:16:44.532238,TXN_549,Bank A,47557.28,EUR,Inbound,Settlement
2023-10-16 23:16:44.532238,TXN_614,Bank B,13195.45,EUR,Outbound,Settlement
2024-05-03 23:16:44.532238,TXN_550,Bank A,25109.87,USD,Outbound,Settlement
2023-10-14 23:16:44.532238,TXN_546,Bank C,12839.67,GBP,Outbound,Liquidity Management
2024-08-01 23:16:44.532238,TXN_323,Bank A,17573.38,GBP,Outbound,Settlement
2024-03-31 23:16:44.532238,TXN_724,Bank A,28954.4,USD,Inbound,Settlement
2024-03-04 23:16:44.532238,TXN_443,Bank A,16514.9,GBP,Outbound,Liquidity Management
2024-02-01 23:16:44.532238,TXN_620,Bank B,44568.37,GBP,Outbound,Settlement
2023-12-23 23:16:44.532238,TXN_623,Bank C,26871.37,USD,Outbound,Liquidity Management
2024-07-15 23:16:44.532238,TXN_211,Bank A,27740.53,GBP,Inbound,Settlement
2024-06-08 23:16:44.532238,TXN_289,Bank C,30321.05,EUR,Inbound,Settlement
2023-11-28 23:16:44.532238,TXN_955,Bank A,13501.25,USD,Inbound,Liquidity Management
2024-03-16 23:16:44.532238,TXN_455,Bank A,34356.21,EUR,Outbound,Settlement
2024-04-18 23:16:44.532238,TXN_138,Bank C,44188.08,EUR,Outbound,Liquidity Management
2024-09-26 23:16:44.532238,TXN_618,Bank C,38554.57,USD,Inbound,Liquidity Management
2024-09-02 23:16:44.532238,TXN_797,Bank B,28297.68,USD,Inbound,Liquidity Management
2024-01-12 23:16:44.532238,TXN_871,Bank C,24255.94,EUR,Outbound,Liquidity Management
2024-02-04 23:16:44.532238,TXN_103,Bank A,36368.78,GBP,Outbound,Settlement
2024-09-07 23:16:44.532238,TXN_516,Bank C,25211.54,GBP,Inbound,Liquidity Management
2024-04-18 23:16:44.532238,TXN_210,Bank A,29085.7,EUR,Inbound,Liquidity Management
2024-08-17 23:16:44.532238,TXN_692,Bank C,20584.46,GBP,Outbound,Settlement
2023-10-07 23:16:44.532238,TXN_399,Bank C,14091.14,GBP,Outbound,Liquidity Management
2024-07-19 23:16:44.532238,TXN_378,Bank A,40487.26,USD,Inbound,Liquidity Management
2023-11-21 23:16:44.532238,TXN_178,Bank B,25821.39,EUR,Outbound,Liquidity Management
2024-09-26 23:16:44.532238,TXN_750,Bank A,20862.35,USD,Inbound,Liquidity Management
2024-02-18 23:16:44.532238,TXN_89,Bank C,37776.65,EUR,Outbound,Liquidity Management
2024-07-02 23:16:44.532238,TXN_287,Bank C,26725.95,EUR,Inbound,Settlement
2024-08-14 23:16:44.532238,TXN_104,Bank C,26131.81,USD,Outbound,Settlement
2024-02-05 23:16:44.532238,TXN_619,Bank A,49614.89,USD,Outbound,Liquidity Management
2023-12-17 23:16:44.532238,TXN_390,Bank C,10881.56,EUR,Inbound,Liquidity Management
2024-04-24 23:16:44.532238,TXN_411,Bank C,27661.16,EUR,Inbound,Liquidity Management
2024-09-05 23:16:44.532238,TXN_555,Bank A,18380.58,EUR,Outbound,Liquidity Management
2023-12-11 23:16:44.532238,TXN_660,Bank C,25609.38,GBP,Outbound,Liquidity Management
2024-06-18 23:16:44.532238,TXN_403,Bank A,26785.15,USD,Outbound,Liquidity Management
2024-07-07 23:16:44.532238,TXN_543,Bank C,17131.23,GBP,Outbound,Liquidity Management
2024-09-01 23:16:44.532238,TXN_880,Bank A,19476.26,GBP,Outbound,Liquidity Management
2024-02-06 23:16:44.532238,TXN_666,Bank A,10557.66,EUR,Outbound,Settlement
2024-09-12 23:16:44.532238,TXN_958,Bank C,44868.08,USD,Outbound,Settlement
2024-01-13 23:16:44.532238,TXN_221,Bank A,45937.72,USD,Outbound,Settlement
2024-07-09 23:16:44.532238,TXN_800,Bank C,43555.38,GBP,Outbound,Liquidity Management
2023-11-04 23:16:44.532238,TXN_72,Bank B,27832.8,GBP,Outbound,Liquidity Management
2024-08-18 23:16:44.532238,TXN_419,Bank B,25942.59,USD,Inbound,Liquidity Management
2024-01-29 23:16:44.532238,TXN_748,Bank B,40951.49,EUR,Inbound,Liquidity Management
2024-06-24 23:16:44.532238,TXN_162,Bank A,44454.87,USD,Outbound,Settlement
2024-09-06 23:16:44.532238,TXN_613,Bank B,12747.69,EUR,Inbound,Liquidity Management
2024-04-13 23:16:44.532238,TXN_761,Bank A,41127.08,GBP,Outbound,Liquidity Management
2024-03-19 23:16:44.532238,TXN_35,Bank A,34845.03,USD,Inbound,Settlement
2024-06-25 23:16:44.532238,TXN_387,Bank A,47833.11,EUR,Inbound,Liquidity Management
2024-08-12 23:16:44.532238,TXN_184,Bank B,29705.97,EUR,Outbound,Liquidity Management
2024-05-09 23:16:44.532238,TXN_202,Bank A,40423.67,GBP,Outbound,Liquidity Management
2023-10-24 23:16:44.532238,TXN_877,Bank A,14745.93,EUR,Inbound,Settlement
2024-08-24 23:16:44.532238,TXN_247,Bank A,13668.4,EUR,Inbound,Liquidity Management
2023-11-03 23:16:44.532238,TXN_223,Bank B,33861.99,GBP,Inbound,Liquidity Management
2024-06-16 23:16:44.532238,TXN_456,Bank A,35054.96,GBP,Inbound,Liquidity Management
2024-07-15 23:16:44.532238,TXN_496,Bank A,19110.81,USD,Outbound,Settlement
2024-10-02 23:16:44.532238,TXN_564,Bank C,20591.09,GBP,Outbound,Settlement
2024-06-22 23:16:44.532238,TXN_520,Bank A,22889.52,GBP,Outbound,Liquidity Management
2024-06-13 23:16:44.532238,TXN_83,Bank A,44166.58,EUR,Outbound,Liquidity Management
2024-05-18 23:16:44.532238,TXN_831,Bank C,42408.72,USD,Inbound,Liquidity Management
2024-05-05 23:16:44.532238,TXN_43,Bank B,11314.5,EUR,Outbound,Settlement
2024-01-11 23:16:44.532238,TXN_32,Bank C,17325.57,GBP,Outbound,Liquidity Management
2024-10-02 23:16:44.532238,TXN_762,Bank A,13222.21,GBP,Outbound,Liquidity Management
2023-11-12 23:16:44.532238,TXN_672,Bank C,41014.62,EUR,Inbound,Settlement
2024-09-02 23:16:44.532238,TXN_277,Bank C,22804.59,USD,Inbound,Settlement
2024-09-05 23:16:44.532238,TXN_446,Bank C,43586.76,GBP,Outbound,Liquidity Management
2024-01-10 23:16:44.532238,TXN_18,Bank A,10734.28,EUR,Inbound,Liquidity Management
2024-07-16 23:16:44.532238,TXN_817,Bank B,36950.93,GBP,Inbound,Settlement
2024-08-19 23:16:44.532238,TXN_598,Bank A,21563.59,USD,Inbound,Liquidity Management
2024-03-29 23:16:44.532238,TXN_910,Bank C,14058.89,EUR,Inbound,Liquidity Management
2024-07-20 23:16:44.532238,TXN_737,Bank C,32258.18,GBP,Inbound,Settlement
2023-11-27 23:16:44.532238,TXN_399,Bank C,49186.03,GBP,Outbound,Liquidity Management
2024-03-01 23:16:44.532238,TXN_33,Bank B,48393.7,GBP,Outbound,Liquidity Management
2023-10-10 23:16:44.532238,TXN_271,Bank B,25318.42,EUR,Outbound,Settlement
2024-09-20 23:16:44.532238,TXN_506,Bank A,49196.65,EUR,Inbound,Settlement
2024-08-09 23:16:44.532238,TXN_610,Bank C,25869.89,GBP,Inbound,Liquidity Management
2024-07-11 23:16:44.532238,TXN_147,Bank A,46023.0,GBP,Inbound,Settlement
2024-01-01 23:16:44.532238,TXN_751,Bank C,33350.74,EUR,Inbound,Settlement
2023-12-30 23:16:44.532238,TXN_559,Bank A,40212.18,EUR,Inbound,Liquidity Management
2023-12-30 23:16:44.532238,TXN_505,Bank A,31125.06,GBP,Outbound,Settlement
2024-01-08 23:16:44.532238,TXN_900,Bank C,18496.81,USD,Outbound,Liquidity Management
2023-11-29 23:16:44.532238,TXN_102,Bank A,41698.43,GBP,Inbound,Settlement
2024-01-11 23:16:44.532238,TXN_356,Bank C,13664.57,GBP,Inbound,Liquidity Management
2024-03-12 23:16:44.532238,TXN_577,Bank A,36528.3,EUR,Outbound,Settlement
2024-06-12 23:16:44.532238,TXN_579,Bank C,17520.29,GBP,Outbound,Liquidity Management
2024-06-05 23:16:44.532238,TXN_544,Bank A,26155.45,USD,Outbound,Liquidity Management
2024-08-10 23:16:44.532238,TXN_943,Bank A,42925.63,EUR,Outbound,Liquidity Management
2024-08-10 23:16:44.532238,TXN_302,Bank C,29452.68,GBP,Outbound,Liquidity Management
2024-04-09 23:16:44.532238,TXN_535,Bank C,36715.89,GBP,Outbound,Settlement
2024-03-02 23:16:44.532238,TXN_656,Bank C,15797.54,GBP,Inbound,Liquidity Management
2023-10-26 23:16:44.532238,TXN_699,Bank A,33218.46,USD,Outbound,Settlement
2024-08-27 23:16:44.532238,TXN_210,Bank A,39407.61,EUR,Inbound,Settlement
2023-11-21 23:16:44.532238,TXN_178,Bank C,49430.54,GBP,Outbound,Settlement
2024-07-28 23:16:44.532238,TXN_735,Bank A,32739.68,EUR,Outbound,Liquidity Management
2024-01-08 23:16:44.532238,TXN_891,Bank C,20920.35,USD,Outbound,Settlement
2024-04-28 23:16:44.532238,TXN_617,Bank A,36407.48,GBP,Inbound,Settlement
2024-01-21 23:16:44.532238,TXN_410,Bank B,47101.18,USD,Outbound,Settlement
2024-05-27 23:16:44.532238,TXN_468,Bank C,31828.95,EUR,Outbound,Liquidity Management
2024-09-27 23:16:44.532238,TXN_212,Bank B,37821.07,EUR,Outbound,Liquidity Management
2023-10-22 23:16:44.532238,TXN_887,Bank B,36458.21,EUR,Inbound,Settlement
2024-08-12 23:16:44.532238,TXN_962,Bank A,43935.46,EUR,Inbound,Settlement
2024-01-15 23:16:44.533530,TXN_828,Bank B,17928.61,EUR,Inbound,Settlement
2024-08-15 23:16:44.533530,TXN_56,Bank C,31518.83,EUR,Outbound,Settlement
2024-01-07 23:16:44.533530,TXN_605,Bank B,35373.29,GBP,Inbound,Liquidity Management
2024-03-27 23:16:44.533530,TXN_868,Bank C,47845.68,GBP,Outbound,Liquidity Management
2023-12-16 23:16:44.533530,TXN_128,Bank B,48599.68,EUR,Outbound,Settlement
2024-03-19 23:16:44.533530,TXN_524,Bank B,39968.09,EUR,Inbound,Liquidity Management
2024-09-22 23:16:44.533530,TXN_359,Bank C,46341.6,GBP,Outbound,Liquidity Management
2024-07-08 23:16:44.533530,TXN_240,Bank C,16452.39,EUR,Outbound,Liquidity Management
2024-05-27 23:16:44.533530,TXN_937,Bank A,45270.32,EUR,Outbound,Settlement
2024-01-12 23:16:44.533530,TXN_931,Bank A,16238.19,GBP,Inbound,Settlement
2024-08-15 23:16:44.533530,TXN_482,Bank A,14841.35,GBP,Inbound,Liquidity Management
2024-09-08 23:16:44.533530,TXN_801,Bank A,20318.86,USD,Outbound,Liquidity Management
2024-01-07 23:16:44.533530,TXN_529,Bank B,14448.49,GBP,Outbound,Liquidity Management
2024-01-09 23:16:44.533530,TXN_499,Bank C,42497.03,GBP,Outbound,Settlement
2024-07-02 23:16:44.533530,TXN_430,Bank C,33935.54,USD,Outbound,Liquidity Management
2023-12-03 23:16:44.533530,TXN_460,Bank A,42462.89,EUR,Inbound,Settlement
2024-01-26 23:16:44.533530,TXN_669,Bank C,20097.46,EUR,Inbound,Settlement
2023-11-10 23:16:44.533530,TXN_717,Bank A,30555.52,USD,Outbound,Settlement
2024-03-18 23:16:44.533530,TXN_756,Bank A,33083.24,USD,Inbound,Liquidity Management
2023-11-13 23:16:44.533530,TXN_364,Bank C,41480.73,USD,Outbound,Settlement
2023-11-06 23:16:44.533530,TXN_615,Bank A,10927.12,USD,Outbound,Liquidity Management
2024-02-16 23:16:44.533530,TXN_345,Bank A,11898.96,GBP,Outbound,Liquidity Management
2024-02-01 23:16:44.533530,TXN_55,Bank B,21421.81,USD,Inbound,Settlement
2024-03-22 23:16:44.533530,TXN_316,Bank B,15206.48,GBP,Inbound,Liquidity Management
2024-01-09 23:16:44.533530,TXN_981,Bank B,23017.54,GBP,Inbound,Liquidity Management
2023-12-14 23:16:44.533530,TXN_32,Bank B,11412.66,USD,Inbound,Liquidity Management
2024-08-17 23:16:44.533530,TXN_4,Bank C,20262.92,USD,Outbound,Liquidity Management
2024-08-22 23:16:44.533530,TXN_7,Bank B,21294.07,EUR,Outbound,Liquidity Management
2023-11-30 23:16:44.533530,TXN_136,Bank C,37045.24,USD,Inbound,Settlement
2024-02-26 23:16:44.533530,TXN_862,Bank C,29214.95,GBP,Outbound,Liquidity Management
2023-11-13 23:16:44.533530,TXN_836,Bank A,16929.98,EUR,Outbound,Liquidity Management
2024-05-05 23:16:44.533530,TXN_464,Bank C,44132.9,GBP,Inbound,Liquidity Management
2024-08-05 23:16:44.533530,TXN_913,Bank A,31969.24,USD,Outbound,Settlement
